#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc011jbk.2	TRIM27																							
uc011jbl.1	TRIM27																							
uc011jbm.1	ZNF311																							
uc011jbn.1	ZNF311																							
uc011jbo.1	ZNF311																							
uc011jbp.1	OR2W1																							
uc011jbq.2	OR2B3																							
uc011jbr.2	OR2J3																							
uc011jbs.2	OR2J2																							
uc011jbt.2	OR14J1																							
uc011jbu.2	OR5V1																							
uc011jbv.2	OR12D3																							
uc011jbw.2	OR12D2																							
uc011jbx.2	OR11A1																							
uc011jby.1	6M1-18																							
uc011jbz.2	OR10C1																							
uc011jca.2	OR2H1																							
uc011jcb.1	OR2H1																							
uc011jcc.2	OR2H1																							
uc011jcd.2	OR2H1																							
uc011jce.2	MAS1L																							
uc011jcf.2	LOC100507362																							
uc011jcg.2	MOG																							
uc011jch.2	MOG																							
uc011jci.2	MOG																							
uc011jcj.2	MOG																							
uc011jck.2	MOG																							
uc011jcl.2	MOG																							
uc011jcn.2	MOG																							
uc011jco.2	MOG																							
uc011jcq.2	MOG																							
uc011jcr.2	MOG																							
uc011jcs.2	MOG																							
uc011jct.2	MOG																							
uc011jcu.2	MOG																							
uc011jcv.2	MOG																							
uc011jcw.2	MOG																							
uc011jcx.2	ZFP57																							
uc011jcz.2	HLA-F																							
uc011jda.2	HLA-F																							
uc011jdb.2	HLA-F																							
uc011jdc.1	HLA-F																							
uc011jdd.1	HLA-F																							
uc011jde.1	HLA-F-AS1																							
uc011jdf.1	HLA-F-AS1																							
uc011jdg.1	HLA-F-AS1																							
uc011jdh.1	IFITM4P																							
uc011jdi.2	HCG4																							
uc011jdj.1	LOC554223																							
uc011jdk.2	LOC554223																							
uc011jdl.1	HLA-G																							
uc011jdm.1	HLA-G																							
uc011jdn.1	HLA-G																							
uc011jdo.1	HLA-G																							
uc011jdp.1	HLA-G																							
uc011jdq.1	HLA-G																							
uc011jds.1	HLA-G																							
uc011jdt.2	HLA-H																							
uc011jdw.1	AK097625																							
uc011jdx.1	HCG4B																							
uc011jdy.2	BC035647																							
uc011jdz.2	HLA-A																							
uc011jea.2	HLA-A																							
uc011jeb.2	HLA-A																							
uc011jef.2	HCG9																							
uc011jeg.2	ZNRD1-AS1																							
uc011jeh.2	HLA-J																							
uc011jei.2	HLA-J																							
uc011jej.2	HLA-J																							
uc011jek.2	ZNRD1-AS1																							
uc011jel.2	ZNRD1																							
uc011jem.2	ZNRD1																							
uc011jen.2	PPP1R11																							
uc011jeo.2	PPP1R11																							
uc011jep.2	PPP1R11																							
uc011jeq.2	RNF39																							
uc011jer.2	RNF39																							
uc011jes.2	TRIM31																							
uc011jet.2	TRIM31																							
uc011jeu.1	TRIM31																							
uc011jev.2	DQ580846																							
uc011jew.1	TRIM40																							
uc011jey.1	TRIM40																							
uc011jez.2	TRIM10																							
uc011jfa.2	TRIM10																							
uc011jfb.2	TRIM15																							
uc011jfc.2	TRIM26																							
uc011jfd.2	TRIM26																							
uc011jfe.2	TRIM26																							
uc011jff.2	TRIM26																							
uc011jfg.1	TRIM26																							
uc011jfh.1	HLA-L																							
uc011jfj.1	HCG18																							
uc011jfk.1	HCG18																							
uc011jfl.2	TRIM39																							
uc011jfm.2	TRIM39																							
uc011jfn.2	TRIM39																							
uc011jfo.2	TRIM39																							
uc011jfp.2	TRIM39-RPP21																							
uc011jfq.2	RPP21																							
uc011jfr.2	RPP21																							
uc011jfs.2	RPP21																							
uc011jft.2	HLA-E																							
uc011jfu.2	HLA-E																							
uc011jfv.2	HLA-E																							
uc011jfw.2	HLA-E																							
uc011jfx.2	GNL1																							
uc011jfy.2	GNL1																							
uc011jfz.2	GNL1																							
uc011jga.2	GNL1																							
uc011jgb.2	PRR3																							
uc011jgc.2	PRR3																							
uc011jgd.1	ABCF1																							
uc011jge.2	ABCF1																							
uc011jgf.2	ABCF1																							
uc011jgh.2	PPP1R10																							
uc011jgi.2	PPP1R10																							
uc011jgj.1	MRPS18B																							
uc011jgk.1	MRPS18B																							
uc011jgm.2	ATAT1																							
uc011jgn.2	ATAT1																							
uc011jgo.2	ATAT1																							
uc011jgp.2	ATAT1																							
uc011jgs.2	Nbla00487																							
uc011jgt.2	ATAT1																							
uc011jgu.2	C6orf136																							
uc011jgv.2	C6orf136																							
uc011jgw.2	C6orf136																							
uc011jgx.2	DHX16																							
uc011jgy.2	DHX16																							
uc011jgz.2	DHX16																							
uc011jha.1	PPP1R18																							
uc011jhb.2	MDC1																							
uc011jhc.2	MDC1																							
uc011jhd.1	MDC1																							
uc011jhe.1	MDC1																							
uc011jhf.1	MDC1																							
uc011jhh.2	TUBB																							
uc011jhi.2	TUBB																							
uc011jhj.1	FLOT1																							
uc011jhk.1	FLOT1																							
uc011jhl.2	IER3																							
uc011jhm.1	AK098012																							
uc011jhn.1	HCG22																							
uc011jho.2	PBMUCL2																							
uc011jhp.2	TCF19																							
uc011jhq.2	TCF19																							
uc011jhr.2	POU5F1																							
uc011jhs.2	POU5F1																							
uc011jht.2	POU5F1																							
uc011jhu.1	POU5F1																							
uc011jhv.1	POU5F1																							
uc011jhw.1	PSORS1C3																							
uc011jhx.2	HCG27																							
uc011jhy.2	HLA-C																							
uc011jia.2	HLA-C																							
uc011jib.2	HLA-C																							
uc011jig.1	HLA-C																							
uc011jih.1	HLA-B																							
uc011jii.2	HLA-B																							
uc011jij.2	HLA-B																							
uc011jik.1	HLA-B																							
uc011jil.1	HLA-B																							
uc011jim.1	HLA-B																							
uc011jin.1	MICA																							
uc011jip.1	MICA																							
uc011jiq.2	HCP5																							
uc011jir.2	HCG26																							
uc011jis.1	MICB																							
uc011jit.1	MICB																							
uc011jiu.2	MICB																							
uc011jiv.1	MCCD1																							
uc011jix.2	DDX39B																							
uc011jiz.2	DDX39B																							
uc011jja.2	DDX39B																							
uc011jjb.2	DDX39B																							
uc011jjc.2	DDX39B																							
uc011jjd.1	DDX39B																							
uc011jje.1	DDX39B																							
uc011jjf.1	DDX39B																							
uc011jjg.1	DDX39B																							
uc011jjh.1	SNORD117																							
uc011jji.1	DDX39B																							
uc011jjj.1	SNORD84																							
uc011jjk.2	ATP6V1G2																							
uc011jjl.2	ATP6V1G2																							
uc011jjm.2	NFKBIL1																							
uc011jjn.2	NFKBIL1																							
uc011jjo.1	NFKBIL1																							
uc011jjp.2	NFKBIL1																							
uc011jjq.2	NFKBIL1																							
uc011jjr.1	LTA																							
uc011jjs.1	LTA																							
uc011jjt.2	LTA																							
uc011jju.2	LTA																							
uc011jjv.2	LTA																							
uc011jjw.2	LTA																							
uc011jjx.2	TNF																							
uc011jjy.2	TNF																							
uc011jjz.2	LTB																							
uc011jka.2	LTB																							
uc011jkd.2	LST1																							
uc011jke.2	LST1																							
uc011jkf.2	LST1																							
uc011jkg.2	LST1																							
uc011jkh.2	LST1																							
uc011jki.2	LST1																							
uc011jkj.2	LST1																							
uc011jkk.2	LST1																							
uc011jkl.2	LST1																							
uc011jkm.2	LST1																							
uc011jkn.2	LST1																							
uc011jko.1	NCR3																							
uc011jkp.1	NCR3																							
uc011jkq.1	NCR3																							
uc011jkr.2	AIF1																							
uc011jks.2	AIF1																							
uc011jkt.2	AIF1																							
uc011jku.1	PRRC2A																							
uc011jkv.2	PRRC2A																							
uc011jkw.2	PRRC2A																							
uc011jkx.2	SNORA38																							
uc011jky.2	BAG6																							
uc011jkz.2	BAG6																							
uc011jla.2	BAG6																							
uc011jlb.2	BAG6																							
uc011jlc.2	BAG6																							
uc011jld.2	BAG6																							
uc011jlf.2	APOM																							
uc011jlg.2	APOM																							
uc011jlh.1	C6orf47																							
uc011jli.2	GPANK1																							
uc011jlj.2	GPANK1																							
uc011jlk.2	GPANK1																							
uc011jll.2	GPANK1																							
uc011jlm.1	CSNK2B																							
uc011jln.1	CSNK2B																							
uc011jlo.1	CSNK2B																							
uc011jlq.1	LY6G5B																							
uc011jlr.2	LY6G5C																							
uc011jls.1	LY6G5C																							
uc011jlt.1	LY6G5C																							
uc011jlu.2	ABHD16A																							
uc011jlv.2	ABHD16A																							
uc011jlw.2	ABHD16A																							
uc011jly.2	ABHD16A																							
uc011jlz.2	ABHD16A																							
uc011jma.2	ABHD16A																							
uc011jmb.1	LY6G6F																							
uc011jmc.1	LY6G6F																							
uc011jmd.1	LY6G6E																							
uc011jme.1	LY6G6E																							
uc011jmf.1	LY6G6E																							
uc011jmg.1	LY6G6E																							
uc011jmh.1	LY6G6D																							
uc011jmi.1	LY6G6D																							
uc011jmj.2	LY6G6C																							
uc011jmk.2	LY6G6C																							
uc011jml.2	C6orf25																							
uc011jmm.2	C6orf25																							
uc011jmn.2	C6orf25																							
uc011jmo.2	C6orf25																							
uc011jmp.2	C6orf25																							
uc011jmq.2	C6orf25																							
uc011jmr.2	DDAH2																							
uc011jms.2	DDAH2																							
uc011jmt.2	CLIC1																							
uc011jmu.2	CLIC1																							
uc011jmy.1	MSH5																							
uc011jmz.2	MSH5																							
uc011jna.2	MSH5-SAPCD1																							
uc011jnc.2	VWA7																							
uc011jnd.1	VWA7																							
uc011jne.1	VWA7																							
uc011jnf.2	VARS																							
uc011jng.1	VARS																							
uc011jnh.1	VARS																							
uc011jni.2	NEU1																							
uc011jnn.2	SLC44A4																							
uc011jno.2	SLC44A4																							
uc011jnp.2	SLC44A4																							
uc011jns.2	EHMT2																							
uc011jnt.2	EHMT2																							
uc011jnu.2	EHMT2																							
uc011jnv.2	EHMT2																							
uc011jnw.2	C2																							
uc011jnx.2	C2																							
uc011jny.2	C2																							
uc011jnz.2	C2																							
uc011job.2	CFB																							
uc011joc.1	C2																							
uc011jod.2	C2																							
uc011joe.2	C2																							
uc011jof.1	CFB																							
uc011jog.1	CFB																							
uc011joh.2	CFB																							
uc011joj.2	RDBP																							
uc011jok.2	RDBP																							
uc011jon.1	SKIV2L																							
uc011joo.1	SKIV2L																							
uc011jop.1	SKIV2L																							
uc011jor.1	DOM3Z																							
uc011jos.1	DOM3Z																							
uc011jov.1	DOM3Z																							
uc011jow.2	STK19																							
uc011jox.1	DOM3Z																							
uc011joy.2	STK19																							
uc011joz.1	STK19																							
uc011jpa.2	STK19																							
uc011jpb.2	STK19																							
uc011jpc.1	STK19																							
uc011jpd.2	LOC100293534																							
uc011jpe.2	C4A																							
uc011jpf.1	C4A																							
uc011jpg.2	C4B																							
uc011jpk.2	RP																							
uc011jpl.2	STK19																							
uc011jpm.2	LOC100293534																							
uc011jpn.2	C4A																							
uc011jpo.1	C4A																							
uc011jpp.2	C4B																							
uc011jps.1	TNXB																							
uc011jpt.1	TNXB																							
uc011jpu.1	TNXB																							
uc011jpv.2	PRRT1																							
uc011jpw.2	PRRT1																							
uc011jpx.2	PRRT1																							
uc011jpy.2	LOC100507547																							
uc011jpz.2	PPT2																							
uc011jqa.2	PPT2																							
uc011jqc.2	PPT2																							
uc011jqd.2	PPT2																							
uc011jqf.1	PPT2																							
uc011jqg.1	EGFL8																							
uc011jqh.1	EGFL8																							
uc011jqj.2	AGPAT1																							
uc011jqk.2	AGPAT1																							
uc011jqm.2	AGPAT1																							
uc011jqn.2	AGPAT1																							
uc011jqo.1	AGPAT1																							
uc011jqp.2	AGPAT1																							
uc011jqq.2	RNF5																							
uc011jqs.2	AGER																							
uc011jqt.2	AGER																							
uc011jqu.2	AGER																							
uc011jqv.2	AGER																							
uc011jqw.2	AGER																							
uc011jqx.2	AGER																							
uc011jqy.2	AGER																							
uc011jqz.2	AGER																							
uc011jra.2	AGER																							
uc011jrb.2	AGER																							
uc011jrc.2	AGER																							
uc011jrd.2	AGER																							
uc011jre.2	AGER																							
uc011jrf.2	AGER																							
uc011jrg.2	AGER																							
uc011jrh.2	AGER																							
uc011jri.2	AGER																							
uc011jrj.2	AGER																							
uc011jrk.2	AGER																							
uc011jrl.1	PBX2																							
uc011jrm.2	PBX2																							
uc011jrn.2	GPSM3																							
uc011jrp.2	GPSM3																							
uc011jrq.2	NOTCH4																							
uc011jrr.2	NOTCH4																							
uc011jrs.2	NOTCH4																							
uc011jrt.2	NOTCH4																							
uc011jru.2	NOTCH4																							
uc011jrv.1	NOTCH4																							
uc011jrw.2	NOTCH4																							
uc011jrx.1	AK123889																							
uc011jry.2	C6orf10																							
uc011jsa.2	C6orf10																							
uc011jsb.2	BTNL2																							
uc011jsc.2	BTNL2																							
uc011jsd.2	BTNL2																							
uc011jse.2	BTNL2																							
uc011jsf.2	HLA-DRA																							
uc011jsg.2	HLA-DRB4																							
uc011jsi.2	HLA-DRB1																							
uc011jsl.2	HLA-DRB1																							
uc011jsm.2	HLA-DRB1																							
uc011jsn.1	DQ-A1																							
uc011jso.1	HLA-DQA1																							
uc011jsp.2	HLA-DQA1																							
uc011jsq.2	HLA-DQB																							
uc011jsr.2	HLA-DQB1																							
uc011jss.2	HLA-DQA2																							
uc011jst.2	HLA-DQB2																							
uc011jsu.1	HLA-DQB2																							
uc011jsv.2	HLA-DOB																							
uc011jsw.1	TAP2																							
uc011jsx.1	HLA-DOB																							
uc011jsy.1	TAP2																							
uc011jsz.2	TAP2																							
uc011jta.1	TAP2																							
uc011jtb.2	PSMB8																							
uc011jtc.2	PSMB8																							
uc011jtd.2	PSMB8																							
uc011jte.2	TAP1																							
uc011jtf.2	TAP1																							
uc011jtg.2	PSMB9																							
uc011jth.2	PSMB9																							
uc011jtj.2	LOC100294145																							
uc011jtk.2	HLA-DMB																							
uc011jtl.2	HLA-DMB																							
uc011jtm.2	HLA-DMB																							
uc011jtn.2	HLA-DMB																							
uc011jto.2	HLA-DMB																							
uc011jtp.2	HLA-DMB																							
uc011jtq.2	HLA-DMB																							
uc011jtr.1	HLA-DMA																							
uc011jts.1	HLA-DMA																							
uc011jtt.2	BRD2																							
uc011jtu.1	BRD2																							
uc011jtv.2	BRD2																							
uc011jtw.1	BRD2																							
uc011jtx.2	BRD2																							
uc011jty.2	BRD2																							
uc011jtz.2	HLA-DOA																							
uc011jua.2	HLA-DOA																							
uc011jub.2	HLA-DOA																							
uc011juc.2	HLA-DPA1																							
uc011jud.2	HLA-DPA1																							
uc011juf.2	HLA-DPB1																							
uc011jug.2	HLA-DPB1																							
uc011juh.2	HLA-DPB1																							
uc011jui.1	HLA-DPB1																							
uc011juj.1	HLA-DPB2																							
uc011juk.1	HLA-DPB2																							
uc011jul.1	COL11A2																							
uc011jum.1	COL11A2																							
uc011jun.1	COL11A2																							
uc011juo.1	COL11A2																							
uc011juq.2	VPS52																							
uc011jur.2	VPS52																							
uc011jus.1	VPS52																							
uc011jut.1	VPS52																							
uc011juu.1	VPS52																							
uc011juv.1	RPS18																							
uc011juw.2	KIFC1																							
uc011jux.2	KIFC1																							
uc011juy.2	BC146941																							
uc011juz.2	PHF1																							
uc011jva.2	PHF1																							
uc011jvb.2	PHF1																							
uc011jvc.2	PHF1																							
uc011jvd.1	CUTA																							
uc011jve.1	CUTA																							
uc011jvf.1	CUTA																							
uc011jvg.1	CUTA																							
uc011jvh.1	CUTA																							
uc011jvi.1	SYNGAP1																							
uc011jvj.2	SYNGAP1																							
uc011jvk.2	SYNGAP1																							
uc011jvl.2	SYNGAP1																							
uc011jvm.2	ZBTB9																							
uc011jvn.2	FAM20C																							
uc011jvo.1	LOC442497																							
uc011jvq.2	SUN1																							
uc011jvr.2	SUN1																							
uc011jvs.2	ADAP1																							
uc011jvt.1	C7orf50																							
uc011jvu.1	C7orf50																							
uc011jvv.1	MIR339																							
uc011jvw.2	UNCX																							
uc011jvx.1	PSMG3																							
uc011jvy.1	IQCE																							
uc011jvz.1	IQCE																							
uc011jwa.1	AMZ1																							
uc011jwb.2	GNA12																							
uc011jwc.1	RADIL																							
uc011jwd.1	RADIL																							
uc011jwe.2	RNF216P1																							
uc011jwf.1	ZNF890P																							
uc011jwg.1	SLC29A4																							
uc011jwh.2	BC140723																							
uc011jwi.1	DL492006																							
uc011jwj.2	RNF216																							
uc011jwk.2	RSPH10B2																							
uc011jwl.2	PMS2																							
uc011jwm.1	EIF2AK1																							
uc011jwn.1	USP42																							
uc011jwo.1	USP42																							
uc011jwp.2	USP42																							
uc011jwq.2	USP42																							
uc011jwr.1	USP42																							
uc011jws.2	CYTH3																							
uc011jwt.2	DAGLB																							
uc011jwu.2	DAGLB																							
uc011jwv.2	DAGLB																							
uc011jww.1	DAGLB																							
uc011jwx.2	GRID2IP																							
uc011jwz.2	ZNF853																							
uc011jxa.1	ZNF12																							
uc011jxb.1	PMS2CL																							
uc011jxc.2	RSPH10B2																							
uc011jxd.2	CCZ1B																							
uc011jxe.1	COL28A1																							
uc011jxf.2	LOC729852																							
uc011jxh.2	NXPH1																							
uc011jxi.2	PHF14																							
uc011jxj.2	PHF14																							
uc011jxk.2	TMEM106B																							
uc011jxl.1	VWDE																							
uc011jxm.1	VWDE																							
uc011jxt.2	DGKB																							
uc011jxu.2	DGKB																							
uc011jxv.1	DGKB																							
uc011jxx.1	BZW2																							
uc011jxy.2	AGR2																							
uc011jxz.1	AHR																							
uc011jya.2	HDAC9																							
uc011jyb.2	HDAC9																							
uc011jyc.2	HDAC9																							
uc011jyd.2	HDAC9																							
uc011jye.2	HDAC9																							
uc011jyf.2	HDAC9																							
uc011jyg.2	TMEM196																							
uc011jyh.2	ITGB8																							
uc011jyi.1	ABCB5																							
uc011jyj.1	RPL23P8																							
uc011jyl.1	RAPGEF5																							
uc011jym.1	RAPGEF5																							
uc011jyo.1	IL6																							
uc011jyp.1	IL6																							
uc011jyq.1	IL6																							
uc011jyr.1	FAM126A																							
uc011jys.2	KLHL7																							
uc011jyt.2	KLHL7																							
uc011jyu.2	KLHL7																							
uc011jyv.2	KLHL7																							
uc011jyw.2	NUPL2																							
uc011jyx.2	NUPL2																							
uc011jyy.2	GPNMB																							
uc011jyz.2	GPNMB																							
uc011jza.2	RPS2P32																							
uc011jzb.2	TRA2A																							
uc011jzc.2	TRA2A																							
uc011jzd.2	TRA2A																							
uc011jze.2	STK31																							
uc011jzf.2	MIR148A																							
uc011jzg.2	SNX10																							
uc011jzh.2	C7orf71																							
uc011jzi.2	SKAP2																							
uc011jzj.2	SKAP2																							
uc011jzl.2	HOXA3																							
uc011jzm.2	HOXA10																							
uc011jzn.1	EVX1																							
uc011jzo.2	TAX1BP1																							
uc011jzp.2	TAX1BP1																							
uc011jzq.2	JAZF1-AS1																							
uc011jzr.2	CREB5																							
uc011jzs.2	CHN2																							
uc011jzt.2	CHN2																							
uc011jzu.2	CHN2																							
uc011jzv.2	CHN2																							
uc011jzw.2	SCRN1																							
uc011jzx.2	SCRN1																							
uc011jzy.2	SCRN1																							
uc011jzz.2	SCRN1																							
uc011kaa.2	SCRN1																							
uc011kab.1	C7orf41																							
uc011kac.1	AQP1																							
uc011kad.1	CCDC129																							
uc011kae.2	CCDC129																							
uc011kaf.2	PPP1R17																							
uc011kag.1	LSM5																							
uc011kah.1	LSM5																							
uc011kai.2	AVL9																							
uc011kaj.2	RP9P																							
uc011kak.1	FKBP9																							
uc011kal.2	FKBP9																							
uc011kam.2	FKBP9																							
uc011kan.1	BBS9																							
uc011kao.1	BBS9																							
uc011kap.2	BMPER																							
uc011kaq.1	AAA1																							
uc011kar.1	NPSR1																							
uc011kas.2	TBX20																							
uc011kat.2	SEPT7																							
uc011kau.2	SEPT7																							
uc011kav.2	SEPT7																							
uc011kaw.2	KIAA0895																							
uc011kax.1	KIAA0895																							
uc011kay.2	KIAA0895																							
uc011kaz.2	ANLN																							
uc011kba.2	AOAH																							
uc011kbb.2	ELMO1																							
uc011kbc.2	ELMO1																							
uc011kbd.2	FAM183B																							
uc011kbe.1	LOC646999																							
uc011kbf.2	CDK13																							
uc011kbg.2	GLI3																							
uc011kbh.2	GLI3																							
uc011kbi.1	HECW1																							
uc011kbj.2	URGCP																							
uc011kbk.1	RASA4																							
uc011kbl.2	FLJ35390																							
uc011kbm.2	DBNL																							
uc011kbn.2	DBNL																							
uc011kbo.2	DBNL																							
uc011kbp.2	DBNL																							
uc011kbq.2	DBNL																							
uc011kbr.2	DBNL																							
uc011kbs.2	DBNL																							
uc011kbt.1	POLM																							
uc011kbu.1	POLM																							
uc011kbv.2	YKT6																							
uc011kbw.2	NPC1L1																							
uc011kbx.2	OGDH																							
uc011kby.2	OGDH																							
uc011kbz.2	OGDH																							
uc011kcb.2	CCM2																							
uc011kcc.2	CCM2																							
uc011kcd.2	TBRG4																							
uc011kcf.2	SUN3																							
uc011kcg.1	UPP1																							
uc011kch.2	UPP1																							
uc011kcj.2	C7orf72																							
uc011kck.2	IKZF1																							
uc011kcl.2	COBL																							
uc011kcm.2	DQ584971																							
uc011kcn.2	DQ576962																							
uc011kco.2	EGFR																							
uc011kcp.1	EGFR																							
uc011kcq.1	EGFR																							
uc011kcr.2	VOPP1																							
uc011kcs.2	FKBP9L																							
uc011kct.2	DQ584971																							
uc011kcu.1	CCT6A																							
uc011kcv.2	SUMF2																							
uc011kcw.2	SUMF2																							
uc011kcx.2	SUMF2																							
uc011kcy.2	SUMF2																							
uc011kcz.2	SUMF2																							
uc011kda.2	SUMF2																							
uc011kdb.1	PHKG1																							
uc011kdc.1	PHKG1																							
uc011kdd.1	PHKG1																							
uc011kde.1	DKFZp434L192																							
uc011kdg.1	DQ574659																							
uc011kdh.2	DQ576962																							
uc011kdi.1	ZNF716																							
uc011kdj.2	LOC643955																							
uc011kdk.2	LOC100287704																							
uc011kdm.2	ZNF727																							
uc011kdn.2	ZNF735																							
uc011kdo.2	ZNF736																							
uc011kdp.2	ZNF138																							
uc011kdq.2	ZNF138																							
uc011kdr.2	ERV3-1																							
uc011kds.2	VKORC1L1																							
uc011kdt.2	GUSB																							
uc011kdu.1	ASL																							
uc011kdv.1	ASL																							
uc011kdw.2	CRCP																							
uc011kdx.2	LOC493754																							
uc011kdy.1	LOC493754																							
uc011kea.2	LOC493754																							
uc011keb.2	LOC493754																							
uc011kee.2	RABGEF1																							
uc011kef.2	TYW1																							
uc011keg.2	AUTS2																							
uc011keh.1	TYW1B																							
uc011kei.2	TYW1B																							
uc011kej.2	TYW1B																							
uc011kek.1	TYW1B																							
uc011kel.2	SBDSP1																							
uc011kem.2	STAG3L3																							
uc011ken.2	SPDYE8P																							
uc011keo.2	SPDYE8P																							
uc011kep.2	PMS2L2																							
uc011keq.1	GTF2IP1																							
uc011ker.1	NCF1B																							
uc011ket.2	GTF2IRD2P1																							
uc011keu.1	AK127026																							
uc011kev.2	NSUN5																							
uc011kew.1	FKBP6																							
uc011kex.2	TBL2																							
uc011key.2	TBL2																							
uc011kez.1	ABHD11-AS1																							
uc011kfb.2	ABHD11																							
uc011kfd.1	WBSCR27																							
uc011kfe.2	ELN																							
uc011kff.2	ELN																							
uc011kfg.1	EIF4H																							
uc011kfh.1	NCF1																							
uc011kfi.2	GTF2IRD2																							
uc011kfj.2	STAG3L2																							
uc011kfk.1	DQ601342																							
uc011kfl.2	GTF2IRD2																							
uc011kfm.1	GTF2IRD2B																							
uc011kfn.2	NCF1C																							
uc011kfo.2	NCF1C																							
uc011kfp.2	PMS2L2																							
uc011kfq.2	PMS2L2																							
uc011kfr.1	PMS2L14																							
uc011kft.1	PMS2L14																							
uc011kfu.1	PMS2P5																							
uc011kfv.1	PMS2L2																							
uc011kfw.2	STAG3L1																							
uc011kfx.2	STAG3L1																							
uc011kfy.2	SPDYE5																							
uc011kfz.2	HIP1																							
uc011kga.2	CCL24																							
uc011kgb.2	POR																							
uc011kgc.2	POR																							
uc011kge.2	POR																							
uc011kgf.2	STYXL1																							
uc011kgg.2	STYXL1																							
uc011kgh.2	MDH2																							
uc011kgi.2	SRRM3																							
uc011kgj.1	YWHAG																							
uc011kgk.1	DTX2																							
uc011kgl.1	DQ601342																							
uc011kgm.2	POMZP3																							
uc011kgn.1	DTX2P1-UPK3BP1-PMS2P11																							
uc011kgo.2	PION																							
uc011kgp.1	PTPN12																							
uc011kgq.1	PTPN12																							
uc011kgr.1	MAGI2																							
uc011kgs.1	MAGI2																							
uc011kgt.1	GNAI1																							
uc011kgu.2	GNAT3																							
uc011kgv.2	CD36																							
uc011kgw.2	SEMA3C																							
uc011kgx.1	SEMA3C																							
uc011kgy.1	CACNA2D1																							
uc011kgz.2	KIAA1324L																							
uc011kha.2	KIAA1324L																							
uc011khb.2	DMTF1																							
uc011khc.2	ABCB1																							
uc011khd.1	RUNDC3B																							
uc011khe.2	RUNDC3B																							
uc011khf.1	DBF4																							
uc011khg.1	SRI																							
uc011khh.1	SRI																							
uc011khi.2	ZNF804B																							
uc011khj.2	C7orf63																							
uc011khk.2	C7orf63																							
uc011khl.1	CDK14																							
uc011khm.1	MTERF																							
uc011khn.2	CYP51A1																							
uc011kho.2	LRRD1																							
uc011khp.1	LRRD1																							
uc011khr.2	PEX1																							
uc011khs.2	PEX1																							
uc011kht.1	PEX1																							
uc011khu.1	RBM48																							
uc011khv.2	MGC16142																							
uc011khw.2	CDK6																							
uc011khy.2	HEPACAM2																							
uc011khz.2	CCDC132																							
uc011kib.1	COL1A2																							
uc011kic.1	SGCE																							
uc011kid.1	SGCE																							
uc011kie.2	PEG10																							
uc011kif.2	PPP1R9A																							
uc011kig.2	PPP1R9A																							
uc011kih.2	PON1																							
uc011kii.2	PON3																							
uc011kij.2	ASB4																							
uc011kik.2	SLC25A13																							
uc011kil.1	FLJ42280																							
uc011kim.1	DLX5																							
uc011kin.2	ASNS																							
uc011kio.2	ASNS																							
uc011kip.1	BRI3																							
uc011kiq.2	TMEM130																							
uc011kir.2	TMEM130																							
uc011kis.2	TRRAP																							
uc011kit.2	ARPC1A																							
uc011kiu.1	BUD31																							
uc011kiv.1	BUD31																							
uc011kiw.2	ATP5J2-PTCD1																							
uc011kix.2	CPSF4																							
uc011kiy.2	CYP3A5																							
uc011kiz.2	CYP3A4																							
uc011kjc.2	TRIM4																							
uc011kjd.2	GJC3																							
uc011kje.1	ZSCAN21																							
uc011kjf.1	COPS6																							
uc011kjg.1	AP4M1																							
uc011kjh.2	AP4M1																							
uc011kji.2	TAF6																							
uc011kjj.2	C7orf43																							
uc011kjk.1	STAG3																							
uc011kjl.2	GATS																							
uc011kjm.1	DQ601342																							
uc011kjn.1	PILRA																							
uc011kjo.2	PILRA																							
uc011kjp.2	ZCWPW1																							
uc011kjq.2	ZCWPW1																							
uc011kjr.2	ZCWPW1																							
uc011kjt.1	ZCWPW1																							
uc011kju.1	ZCWPW1																							
uc011kjv.2	TSC22D4																							
uc011kjw.1	LRCH4																							
uc011kjx.1	LRCH4																							
uc011kjy.2	LOC100129845																							
uc011kjz.1	FBXO24																							
uc011kka.1	FBXO24																							
uc011kkb.1	PCOLCE																							
uc011kkc.1	EPO																							
uc011kkd.1	ZAN																							
uc011kke.2	ZAN																							
uc011kkf.1	EPHB4																							
uc011kkg.1	EPHB4																							
uc011kkh.1	EPHB4																							
uc011kki.2	SLC12A9																							
uc011kkj.2	SERPINE1																							
uc011kkk.2	RABL5																							
uc011kkl.2	RABL5																							
uc011kkm.2	RABL5																							
uc011kkn.2	CUX1																							
uc011kko.2	SH2B2																							
uc011kkp.2	SPDYE6																							
uc011kkq.1	PRKRIP1																							
uc011kkr.1	PRKRIP1																							
uc011kks.1	ORAI2																							
uc011kkt.1	RASA4																							
uc011kku.1	RASA4																							
uc011kkv.1	AK311374																							
uc011kkw.1	POLR2J3																							
uc011kkx.2	SPDYE2L																							
uc011kky.2	RASA4																							
uc011kkz.2	RASA4																							
uc011kla.2	RASA4																							
uc011klb.2	RASA4																							
uc011klc.1	RASA4																							
uc011kld.1	RASA4																							
uc011kle.2	SPDYE2L																							
