#ucsc_id	geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
uc001okn.3	POLD4																							
uc001okq.3	CLCF1																							
uc001okr.3	RAD9A																							
uc001oku.1	PPP1CA																							
uc001okv.1	PPP1CA																							
uc001okw.1	PPP1CA																							
uc001okx.1	PPP1CA																							
uc001okz.3	TBC1D10C																							
uc001ola.3	TBC1D10C																							
uc001olb.3	TBC1D10C																							
uc001olc.4	CARNS1																							
uc001old.3	RPS6KB2																							
uc001oli.1	PTPRCAP																							
uc001olk.1	CORO1B																							
uc001oll.2	CORO1B																							
uc001olm.3	GPR152																							
uc001oln.3	CABP4																							
uc001olo.3	CABP4																							
uc001olp.1	TMEM134																							
uc001olq.1	TMEM134																							
uc001olr.1	TMEM134																							
uc001ols.1	TMEM134																							
uc001olu.3	TMEM134																							
uc001olv.3	AIP																							
uc001olw.3	PITPNM1																							
uc001olx.3	PITPNM1																							
uc001oly.3	PITPNM1																							
uc001olz.3	PITPNM1																							
uc001oma.3	CDK2AP2																							
uc001omc.1	CABP2																							
uc001ome.1	CABP2																							
uc001omf.3	GSTP1																							
uc001omi.1	C11orf72																							
uc001omj.2	NDUFV1																							
uc001omk.4	NDUFV1																							
uc001oml.2	NDUFV1																							
uc001omm.1	AK129926																							
uc001omn.3	NUDT8																							
uc001omo.2	NUDT8																							
uc001omp.3	TBX10																							
uc001omq.3	ACY3																							
uc001omr.3	ALDH3B2																							
uc001oms.3	ALDH3B2																							
uc001omt.4	FAM86C2P																							
uc001omv.1	AK091996																							
uc001omw.1	UNC93B1																							
uc001omy.1	ALDH3B1																							
uc001omz.3	ALDH3B1																							
uc001ona.3	ALDH3B1																							
uc001onb.3	ALDH3B1																							
uc001onc.3	NDUFS8																							
uc001ond.2	TCIRG1																							
uc001one.3	TCIRG1																							
uc001onf.1	TCIRG1																							
uc001ong.3	TCIRG1																							
uc001onj.3	CHKA																							
uc001onk.3	CHKA																							
uc001onl.1	AX747648																							
uc001onm.1	SUV420H1																							
uc001onn.1	SUV420H1																							
uc001ono.1	SUV420H1																							
uc001onr.4	C11orf24																							
uc001ont.3	LRP5																							
uc001onu.3	PPP6R3																							
uc001onv.3	PPP6R3																							
uc001onw.3	PPP6R3																							
uc001onx.3	PPP6R3																							
uc001ony.4	PPP6R3																							
uc001onz.3	PPP6R3																							
uc001ooa.3	PPP6R3																							
uc001oob.3	GAL																							
uc001ooc.3	MTL5																							
uc001ood.1	MTL5																							
uc001ooe.3	MTL5																							
uc001oof.4	CPT1A																							
uc001oog.4	CPT1A																							
uc001ooh.3	MRPL21																							
uc001ooi.3	MRPL21																							
uc001ooj.1	IGHMBP2																							
uc001ook.1	IGHMBP2																							
uc001ool.1	IGHMBP2																							
uc001oom.1	IGHMBP2																							
uc001ooo.4	MRGPRF																							
uc001oop.4	MRGPRF																							
uc001ooq.3	BC039516																							
uc001oor.2	TPCN2																							
uc001oos.2	TPCN2																							
uc001oou.3	BC064339																							
uc001oov.3	MYEOV																							
uc001oow.3	MYEOV																							
uc001oox.3	MYEOV																							
uc001ooy.1	AX746803																							
uc001ooz.1	AK094674																							
uc001opa.3	CCND1																							
uc001opc.3	ORAOV1																							
uc001opd.3	ORAOV1																							
uc001ope.1	ORAOV1																							
uc001opf.3	FGF19																							
uc001opg.1	FGF4																							
uc001oph.3	FGF3																							
uc001opj.3	ANO1																							
uc001opk.1	ANO1																							
uc001opl.2	ANO1																							
uc001opm.2	FADD																							
uc001opn.2	PPFIA1																							
uc001opo.3	PPFIA1																							
uc001opp.3	PPFIA1																							
uc001opq.1	PPFIA1																							
uc001opr.3	PPFIA1																							
uc001ops.3	PPFIA1																							
uc001opt.1	AK125463																							
uc001opu.3	CTTN																							
uc001opv.4	CTTN																							
uc001opw.4	CTTN																							
uc001opx.3	CTTN																							
uc001opy.3	SHANK2																							
uc001opz.3	SHANK2																							
uc001oqc.3	SHANK2																							
uc001oqd.1	BC131767																							
uc001oqe.1	AK097446																							
uc001oqj.1	FLJ42102																							
uc001oqk.3	DHCR7																							
uc001oql.3	DHCR7																							
uc001oqm.3	NADSYN1																							
uc001oqn.3	NADSYN1																							
uc001oqo.3	NADSYN1																							
uc001oqp.3	NADSYN1																							
uc001oqq.1	KRTAP5-7																							
uc001oqr.1	KRTAP5-8																							
uc001oqs.1	KRTAP5-9																							
uc001oqt.1	KRTAP5-10																							
uc001oqu.3	KRTAP5-11																							
uc001oqv.4	FAM86C1																							
uc001oqw.4	FAM86C1																							
uc001oqx.1	BC073927																							
uc001oqz.2	LOC100133315																							
uc001ora.3	RNF121																							
uc001orb.3	RNF121																							
uc001ord.3	RNF121																							
uc001ore.1	IL18BP																							
uc001orf.1	IL18BP																							
uc001org.1	IL18BP																							
uc001orh.2	IL18BP																							
uc001ori.2	IL18BP																							
uc001orj.2	NUMA1																							
uc001ork.1	NUMA1																							
uc001orl.1	NUMA1																							
uc001orm.1	NUMA1																							
uc001orn.2	NUMA1																							
uc001oro.1	NUMA1																							
uc001orp.3	NUMA1																							
uc001orq.3	NUMA1																							
uc001orr.3	LRTOMT																							
uc001ors.4	LRTOMT																							
uc001ort.3	LAMTOR1																							
uc001orv.3	C11orf51																							
uc001orw.3	C11orf51																							
uc001orx.1	FOLR3																							
uc001ory.1	FOLR3																							
uc001orz.2	FOLR1																							
uc001osa.2	FOLR1																							
uc001osb.2	FOLR1																							
uc001osd.2	FOLR1																							
uc001ose.4	FOLR2																							
uc001osf.3	INPPL1																							
uc001osg.3	INPPL1																							
uc001osh.4	PHOX2A																							
uc001osi.3	CLPB																							
uc001osj.3	CLPB																							
uc001osk.3	CLPB																							
uc001osl.3	AL832797																							
uc001osn.3	PDE2A																							
uc001oso.3	PDE2A																							
uc001osp.1	MIR139																							
uc001osq.3	PDE2A																							
uc001osr.3	ARAP1																							
uc001oss.3	ARAP1																							
uc001osu.3	ARAP1																							
uc001osv.3	ARAP1																							
uc001osy.3	STARD10																							
uc001osz.4	STARD10																							
uc001ota.3	STARD10																							
uc001otb.3	STARD10																							
uc001otc.1	ATG16L2																							
uc001otd.3	ATG16L2																							
uc001ote.3	ATG16L2																							
uc001oth.4	FCHSD2																							
uc001oti.2	FCHSD2																							
uc001otj.3	P2RY2																							
uc001otk.3	P2RY2																							
uc001otl.3	P2RY2																							
uc001otm.3	P2RY6																							
uc001otn.3	P2RY6																							
uc001otq.3	P2RY6																							
uc001otr.3	P2RY6																							
uc001ots.3	P2RY6																							
uc001otu.3	ARHGEF17																							
uc001otv.3	RELT																							
uc001otw.3	RELT																							
uc001otx.3	RELT																							
uc001oty.1	FAM168A																							
uc001otz.1	FAM168A																							
uc001oua.3	PLEKHB1																							
uc001oub.3	PLEKHB1																							
uc001ouc.3	PLEKHB1																							
uc001oud.3	PLEKHB1																							
uc001oue.3	RAB6A																							
uc001ouf.3	RAB6A																							
uc001oug.3	RAB6A																							
uc001ouh.4	MRPL48																							
uc001ouj.3	CHCHD8																							
uc001ouk.1	PAAF1																							
uc001oul.1	PAAF1																							
uc001oum.1	PAAF1																							
uc001ouo.3	DNAJB13																							
uc001oup.1	UCP2																							
uc001our.3	UCP3																							
uc001ous.2	UCP3																							
uc001out.3	C2CD3																							
uc001ouu.2	C2CD3																							
uc001ouv.2	C2CD3																							
uc001ouw.3	PPME1																							
uc001oux.3	PPME1																							
uc001ouy.4	P4HA3																							
uc001ouz.3	P4HA3																							
uc001ova.3	BC048427																							
uc001ovb.1	PGM2L1																							
uc001ovc.3	KCNE3																							
uc001ovd.2	KCNE3																							
uc001ove.3	MGC12965																							
uc001ovf.1	POLD3																							
uc001ovg.3	CHRDL2																							
uc001ovh.3	CHRDL2																							
uc001ovi.3	CHRDL2																							
uc001ovj.1	CHRDL2																							
uc001ovk.1	CHRDL2																							
uc001ovl.4	RNF169																							
uc001ovm.2	XRRA1																							
uc001ovn.3	XRRA1																							
uc001ovo.3	XRRA1																							
uc001ovp.4	XRRA1																							
uc001ovq.4	XRRA1																							
uc001ovr.2	XRRA1																							
uc001ovs.1	XRRA1																							
uc001ovt.2	XRRA1																							
uc001ovu.2	SPCS2																							
uc001ovv.3	NEU3																							
uc001ovw.3	NEU3																							
uc001ovx.1	DQ592682																							
uc001ovz.1	DQ591572																							
uc001owb.3	SLCO2B1																							
uc001owc.3	SLCO2B1																							
uc001owd.3	SLCO2B1																							
uc001owe.2	ARRB1																							
uc001owf.2	ARRB1																							
uc001owg.3	RPS3																							
uc001owh.3	RPS3																							
uc001owj.1	SNORD15A																							
uc001owl.1	SNORD15B																							
uc001owm.2	KLHL35																							
uc001own.4	GDPD5																							
uc001owo.4	GDPD5																							
uc001owp.4	GDPD5																							
uc001owq.4	GDPD5																							
uc001owr.3	SERPINH1																							
